telemetry_id,machine_id,timestamp,vibration_mm_s,temperature_celsius,current_ampere,pressure_bar,operating_rpm,machine_state
TEL-12728,MCH-SHOTPEEN-01,2026-07-17 05:00:00,1.37,50.4,35.8,155.4,0.0,RUNNING
TEL-12729,MCH-STABILIZER-01,2026-07-17 05:00:00,1.81,56.6,37.3,154.5,0.0,RUNNING
TEL-12730,MCH-TESTING-01,2026-07-17 05:00:00,1.67,53.9,36.6,154.4,0.0,RUNNING
TEL-12731,MCH-COILING-01,2026-07-17 06:00:00,2.23,54.5,37.7,154.8,1439.9,RUNNING
TEL-12732,MCH-COILING-02,2026-07-17 06:00:00,1.56,52.2,37.5,155.4,1444.6,RUNNING
TEL-12733,MCH-HEATTREAT-01,2026-07-17 06:00:00,1.43,855.6,38.1,155.5,0.0,RUNNING
TEL-12734,MCH-TEMPERING-01,2026-07-17 06:00:00,1.52,54.1,38.1,155.5,0.0,RUNNING
TEL-12735,MCH-SHOTPEEN-01,2026-07-17 06:00:00,1.24,54.6,37.8,156.6,0.0,RUNNING
TEL-12736,MCH-STABILIZER-01,2026-07-17 06:00:00,1.77,56.0,39.5,152.7,0.0,RUNNING
TEL-12737,MCH-TESTING-01,2026-07-17 06:00:00,1.69,50.7,37.2,157.7,0.0,RUNNING
TEL-12738,MCH-COILING-01,2026-07-17 07:00:00,2.35,53.3,39.4,154.0,1458.6,RUNNING
TEL-12739,MCH-COILING-02,2026-07-17 07:00:00,1.55,55.8,36.9,155.7,1454.7,RUNNING
TEL-12740,MCH-HEATTREAT-01,2026-07-17 07:00:00,1.55,856.2,36.8,156.0,0.0,RUNNING
TEL-12741,MCH-TEMPERING-01,2026-07-17 07:00:00,1.42,51.7,36.2,159.7,0.0,RUNNING
TEL-12742,MCH-SHOTPEEN-01,2026-07-17 07:00:00,1.13,49.4,36.5,158.0,0.0,RUNNING
TEL-12743,MCH-STABILIZER-01,2026-07-17 07:00:00,1.81,52.3,37.8,156.9,0.0,RUNNING
TEL-12744,MCH-TESTING-01,2026-07-17 07:00:00,1.6,51.4,37.1,158.8,0.0,RUNNING
TEL-12745,MCH-COILING-01,2026-07-17 08:00:00,2.24,53.1,38.8,154.0,1454.9,RUNNING
TEL-12746,MCH-COILING-02,2026-07-17 08:00:00,1.54,52.8,38.3,158.1,1454.4,RUNNING
TEL-12747,MCH-HEATTREAT-01,2026-07-17 08:00:00,1.44,853.3,37.8,155.5,0.0,RUNNING
TEL-12748,MCH-TEMPERING-01,2026-07-17 08:00:00,1.25,53.9,37.5,154.4,0.0,RUNNING
TEL-12749,MCH-SHOTPEEN-01,2026-07-17 08:00:00,1.26,50.2,37.5,156.1,0.0,RUNNING
TEL-12750,MCH-STABILIZER-01,2026-07-17 08:00:00,1.91,52.4,38.5,157.7,0.0,RUNNING
TEL-12751,MCH-TESTING-01,2026-07-17 08:00:00,1.71,51.1,38.0,154.6,0.0,RUNNING
TEL-12752,MCH-COILING-01,2026-07-17 09:00:00,2.45,54.0,37.3,156.6,1450.3,RUNNING
TEL-12753,MCH-COILING-02,2026-07-17 09:00:00,1.49,53.6,36.8,155.8,1447.5,RUNNING
TEL-12754,MCH-HEATTREAT-01,2026-07-17 09:00:00,1.35,857.2,35.9,157.9,0.0,RUNNING
TEL-12755,MCH-TEMPERING-01,2026-07-17 09:00:00,1.33,53.1,36.8,160.2,0.0,RUNNING
TEL-12756,MCH-SHOTPEEN-01,2026-07-17 09:00:00,1.46,53.3,35.4,157.1,0.0,RUNNING
TEL-12757,MCH-STABILIZER-01,2026-07-17 09:00:00,1.77,58.2,38.1,155.7,0.0,RUNNING
TEL-12758,MCH-TESTING-01,2026-07-17 09:00:00,1.49,52.8,38.3,155.9,0.0,RUNNING
TEL-12759,MCH-COILING-01,2026-07-17 10:00:00,2.45,55.5,38.0,156.6,1452.9,RUNNING
TEL-12760,MCH-COILING-02,2026-07-17 10:00:00,1.53,55.5,36.7,154.0,1462.9,RUNNING
TEL-12761,MCH-HEATTREAT-01,2026-07-17 10:00:00,1.27,852.7,35.6,158.5,0.0,IDLE
TEL-12762,MCH-TEMPERING-01,2026-07-17 10:00:00,1.29,51.3,36.3,160.1,0.0,RUNNING
TEL-12763,MCH-SHOTPEEN-01,2026-07-17 10:00:00,1.32,52.2,37.9,159.4,0.0,RUNNING
TEL-12764,MCH-STABILIZER-01,2026-07-17 10:00:00,1.61,55.2,38.6,153.5,0.0,RUNNING
TEL-12765,MCH-TESTING-01,2026-07-17 10:00:00,1.6,54.5,37.9,157.0,0.0,RUNNING
TEL-12766,MCH-COILING-01,2026-07-17 11:00:00,2.33,56.2,37.7,156.5,1435.6,RUNNING
TEL-12767,MCH-COILING-02,2026-07-17 11:00:00,1.62,53.9,38.6,157.7,1456.2,RUNNING
TEL-12768,MCH-HEATTREAT-01,2026-07-17 11:00:00,1.33,852.7,36.0,156.4,0.0,RUNNING
TEL-12769,MCH-TEMPERING-01,2026-07-17 11:00:00,1.3,50.3,36.6,154.5,0.0,RUNNING
TEL-12770,MCH-SHOTPEEN-01,2026-07-17 11:00:00,1.23,54.7,38.0,158.0,0.0,IDLE
TEL-12771,MCH-STABILIZER-01,2026-07-17 11:00:00,1.71,56.6,39.5,157.6,0.0,RUNNING
TEL-12772,MCH-TESTING-01,2026-07-17 11:00:00,1.63,54.3,37.9,153.9,0.0,RUNNING
TEL-12773,MCH-COILING-01,2026-07-17 12:00:00,2.35,53.9,38.4,154.7,1442.3,RUNNING
TEL-12774,MCH-COILING-02,2026-07-17 12:00:00,1.78,57.7,37.0,158.4,1453.3,RUNNING
TEL-12775,MCH-HEATTREAT-01,2026-07-17 12:00:00,1.51,857.7,36.2,157.3,0.0,RUNNING
TEL-12776,MCH-TEMPERING-01,2026-07-17 12:00:00,1.26,51.8,36.0,158.0,0.0,RUNNING
TEL-12777,MCH-SHOTPEEN-01,2026-07-17 12:00:00,1.45,54.3,36.5,157.1,0.0,RUNNING
TEL-12778,MCH-STABILIZER-01,2026-07-17 12:00:00,1.74,54.1,39.1,152.6,0.0,RUNNING
TEL-12779,MCH-TESTING-01,2026-07-17 12:00:00,1.43,53.9,36.6,159.0,0.0,RUNNING
TEL-12780,MCH-COILING-01,2026-07-17 13:00:00,2.13,57.2,39.6,156.5,1441.7,RUNNING
TEL-12781,MCH-COILING-02,2026-07-17 13:00:00,1.63,55.1,38.9,156.4,1444.8,RUNNING
TEL-12782,MCH-HEATTREAT-01,2026-07-17 13:00:00,1.49,856.0,36.8,159.8,0.0,RUNNING
TEL-12783,MCH-TEMPERING-01,2026-07-17 13:00:00,1.26,49.9,37.9,158.6,0.0,RUNNING
TEL-12784,MCH-SHOTPEEN-01,2026-07-17 13:00:00,1.19,53.0,38.1,157.9,0.0,RUNNING
TEL-12785,MCH-STABILIZER-01,2026-07-17 13:00:00,1.89,53.7,37.0,153.4,0.0,RUNNING
TEL-12786,MCH-TESTING-01,2026-07-17 13:00:00,1.75,51.4,38.8,157.7,0.0,RUNNING
TEL-12787,MCH-COILING-01,2026-07-17 14:00:00,2.31,56.6,38.7,153.6,1455.8,RUNNING
TEL-12788,MCH-COILING-02,2026-07-17 14:00:00,1.64,56.0,36.4,157.5,1457.0,RUNNING
TEL-12789,MCH-HEATTREAT-01,2026-07-17 14:00:00,1.34,855.9,38.0,157.6,0.0,RUNNING
TEL-12790,MCH-TEMPERING-01,2026-07-17 14:00:00,1.47,51.9,38.1,155.1,0.0,RUNNING
TEL-12791,MCH-SHOTPEEN-01,2026-07-17 14:00:00,1.24,52.2,37.0,160.5,0.0,RUNNING
TEL-12792,MCH-STABILIZER-01,2026-07-17 14:00:00,1.66,53.9,38.0,156.4,0.0,RUNNING
TEL-12793,MCH-TESTING-01,2026-07-17 14:00:00,1.66,56.4,37.8,157.2,0.0,RUNNING
TEL-12794,MCH-COILING-01,2026-07-17 15:00:00,2.32,53.8,38.9,154.6,1464.7,RUNNING
TEL-12795,MCH-COILING-02,2026-07-17 15:00:00,1.75,55.0,37.5,153.3,1435.1,RUNNING
TEL-12796,MCH-HEATTREAT-01,2026-07-17 15:00:00,1.38,855.9,37.0,157.7,0.0,RUNNING
TEL-12797,MCH-TEMPERING-01,2026-07-17 15:00:00,1.56,51.5,36.5,160.0,0.0,RUNNING
TEL-12798,MCH-SHOTPEEN-01,2026-07-17 15:00:00,1.36,52.2,36.2,157.2,0.0,RUNNING
TEL-12799,MCH-STABILIZER-01,2026-07-17 15:00:00,1.9,55.5,38.6,153.8,0.0,RUNNING
TEL-12800,MCH-TESTING-01,2026-07-17 15:00:00,1.58,54.1,39.1,155.3,0.0,RUNNING
TEL-12801,MCH-COILING-01,2026-07-17 16:00:00,2.08,54.7,37.1,155.7,1454.9,RUNNING
TEL-12802,MCH-COILING-02,2026-07-17 16:00:00,1.6,51.3,39.2,153.9,1461.6,IDLE
TEL-12803,MCH-HEATTREAT-01,2026-07-17 16:00:00,1.35,857.7,35.7,156.8,0.0,RUNNING
TEL-12804,MCH-TEMPERING-01,2026-07-17 16:00:00,1.59,49.8,37.3,155.9,0.0,RUNNING
TEL-12805,MCH-SHOTPEEN-01,2026-07-17 16:00:00,1.26,49.6,36.0,158.1,0.0,RUNNING
TEL-12806,MCH-STABILIZER-01,2026-07-17 16:00:00,1.79,57.8,39.2,154.6,0.0,RUNNING
TEL-12807,MCH-TESTING-01,2026-07-17 16:00:00,1.69,54.2,37.9,158.0,0.0,RUNNING
TEL-12808,MCH-COILING-01,2026-07-17 17:00:00,2.41,59.3,38.7,154.6,1461.0,IDLE
TEL-12809,MCH-COILING-02,2026-07-17 17:00:00,1.81,54.1,37.5,153.3,1435.0,IDLE
TEL-12810,MCH-HEATTREAT-01,2026-07-17 17:00:00,1.33,854.0,37.6,155.0,0.0,RUNNING
TEL-12811,MCH-TEMPERING-01,2026-07-17 17:00:00,1.54,52.0,36.2,159.7,0.0,RUNNING
TEL-12812,MCH-SHOTPEEN-01,2026-07-17 17:00:00,1.28,49.5,36.1,158.1,0.0,RUNNING
TEL-12813,MCH-STABILIZER-01,2026-07-17 17:00:00,1.96,56.4,39.4,154.4,0.0,RUNNING
TEL-12814,MCH-TESTING-01,2026-07-17 17:00:00,1.39,55.6,38.8,159.0,0.0,RUNNING
TEL-12815,MCH-COILING-01,2026-07-17 18:00:00,2.28,53.9,39.7,156.9,1435.9,RUNNING
TEL-12816,MCH-COILING-02,2026-07-17 18:00:00,1.53,53.6,38.4,153.5,1443.1,RUNNING
TEL-12817,MCH-HEATTREAT-01,2026-07-17 18:00:00,1.57,853.1,37.3,160.0,0.0,RUNNING
TEL-12818,MCH-TEMPERING-01,2026-07-17 18:00:00,1.33,51.9,36.9,159.7,0.0,RUNNING
TEL-12819,MCH-SHOTPEEN-01,2026-07-17 18:00:00,1.49,50.0,38.1,157.0,0.0,RUNNING
TEL-12820,MCH-STABILIZER-01,2026-07-17 18:00:00,1.62,54.2,37.8,156.2,0.0,RUNNING
TEL-12821,MCH-TESTING-01,2026-07-17 18:00:00,1.42,56.7,38.4,154.7,0.0,RUNNING
TEL-12822,MCH-COILING-01,2026-07-17 19:00:00,2.12,52.9,37.8,157.7,1454.4,RUNNING
TEL-12823,MCH-COILING-02,2026-07-17 19:00:00,1.76,52.9,37.3,158.6,1444.1,RUNNING
TEL-12824,MCH-HEATTREAT-01,2026-07-17 19:00:00,1.51,853.8,36.2,157.0,0.0,RUNNING
TEL-12825,MCH-TEMPERING-01,2026-07-17 19:00:00,1.56,55.0,37.2,156.1,0.0,RUNNING
TEL-12826,MCH-SHOTPEEN-01,2026-07-17 19:00:00,1.15,49.8,36.3,156.8,0.0,RUNNING
TEL-12827,MCH-STABILIZER-01,2026-07-17 19:00:00,1.85,57.7,38.5,152.6,0.0,RUNNING
TEL-12828,MCH-TESTING-01,2026-07-17 19:00:00,1.42,51.9,36.4,158.8,0.0,RUNNING
TEL-12829,MCH-COILING-01,2026-07-17 20:00:00,2.38,54.4,39.4,153.0,1464.1,RUNNING
TEL-12830,MCH-COILING-02,2026-07-17 20:00:00,1.61,53.0,38.3,157.6,1453.5,RUNNING
TEL-12831,MCH-HEATTREAT-01,2026-07-17 20:00:00,1.48,853.5,36.5,155.5,0.0,RUNNING
TEL-12832,MCH-TEMPERING-01,2026-07-17 20:00:00,1.29,55.1,36.1,159.4,0.0,RUNNING
TEL-12833,MCH-SHOTPEEN-01,2026-07-17 20:00:00,1.17,52.2,36.8,158.4,0.0,RUNNING
TEL-12834,MCH-STABILIZER-01,2026-07-17 20:00:00,1.59,58.1,38.3,156.4,0.0,RUNNING
TEL-12835,MCH-TESTING-01,2026-07-17 20:00:00,1.61,52.3,37.5,155.2,0.0,RUNNING
TEL-12836,MCH-COILING-01,2026-07-17 21:00:00,2.22,54.3,39.4,153.9,1461.2,RUNNING
TEL-12837,MCH-COILING-02,2026-07-17 21:00:00,1.79,53.1,38.8,158.2,1438.6,RUNNING
TEL-12838,MCH-HEATTREAT-01,2026-07-17 21:00:00,1.47,857.8,36.9,155.9,0.0,RUNNING
TEL-12839,MCH-TEMPERING-01,2026-07-17 21:00:00,1.47,49.9,36.3,157.3,0.0,IDLE
TEL-12840,MCH-SHOTPEEN-01,2026-07-17 21:00:00,1.2,52.3,36.6,160.0,0.0,RUNNING
TEL-12841,MCH-STABILIZER-01,2026-07-17 21:00:00,1.65,57.5,38.3,156.2,0.0,RUNNING
TEL-12842,MCH-TESTING-01,2026-07-17 21:00:00,1.74,54.0,37.6,158.9,0.0,RUNNING
TEL-12843,MCH-COILING-01,2026-07-17 22:00:00,2.3,55.2,37.6,155.4,1440.9,RUNNING
TEL-12844,MCH-COILING-02,2026-07-17 22:00:00,1.67,52.4,38.4,155.1,1438.7,RUNNING
TEL-12845,MCH-HEATTREAT-01,2026-07-17 22:00:00,1.36,856.8,36.2,156.4,0.0,RUNNING
TEL-12846,MCH-TEMPERING-01,2026-07-17 22:00:00,1.55,54.7,35.8,157.3,0.0,RUNNING
TEL-12847,MCH-SHOTPEEN-01,2026-07-17 22:00:00,1.26,53.3,35.9,156.4,0.0,RUNNING
TEL-12848,MCH-STABILIZER-01,2026-07-17 22:00:00,1.6,55.2,39.0,158.2,0.0,RUNNING
TEL-12849,MCH-TESTING-01,2026-07-17 22:00:00,1.53,56.7,39.1,154.9,0.0,RUNNING
TEL-12850,MCH-COILING-01,2026-07-17 23:00:00,2.13,56.8,37.8,154.3,1458.8,RUNNING
TEL-12851,MCH-COILING-02,2026-07-17 23:00:00,1.81,51.6,38.1,156.7,1435.9,IDLE
TEL-12852,MCH-HEATTREAT-01,2026-07-17 23:00:00,1.21,855.3,36.6,155.8,0.0,IDLE
TEL-12853,MCH-TEMPERING-01,2026-07-17 23:00:00,1.59,55.0,37.7,156.3,0.0,RUNNING
TEL-12854,MCH-SHOTPEEN-01,2026-07-17 23:00:00,1.15,52.8,37.3,156.5,0.0,RUNNING
TEL-12855,MCH-STABILIZER-01,2026-07-17 23:00:00,1.83,54.6,38.9,155.7,0.0,RUNNING
TEL-12856,MCH-TESTING-01,2026-07-17 23:00:00,1.61,56.8,38.6,157.3,0.0,RUNNING
TEL-12857,MCH-COILING-01,2026-07-18 00:00:00,2.51,56.6,39.6,157.0,1457.6,RUNNING
TEL-12858,MCH-COILING-02,2026-07-18 00:00:00,1.92,53.7,39.3,154.5,1457.5,RUNNING
TEL-12859,MCH-HEATTREAT-01,2026-07-18 00:00:00,1.48,851.9,36.2,155.8,0.0,RUNNING
TEL-12860,MCH-TEMPERING-01,2026-07-18 00:00:00,1.48,53.9,37.6,154.5,0.0,RUNNING
TEL-12861,MCH-SHOTPEEN-01,2026-07-18 00:00:00,1.42,55.4,36.6,158.4,0.0,RUNNING
TEL-12862,MCH-STABILIZER-01,2026-07-18 00:00:00,1.79,59.3,39.0,156.5,0.0,RUNNING
TEL-12863,MCH-TESTING-01,2026-07-18 00:00:00,1.66,52.7,37.8,157.0,0.0,RUNNING
TEL-12864,MCH-COILING-01,2026-07-18 01:00:00,2.34,58.0,37.9,153.5,1449.2,IDLE
TEL-12865,MCH-COILING-02,2026-07-18 01:00:00,1.68,53.7,36.8,152.6,1462.4,RUNNING
TEL-12866,MCH-HEATTREAT-01,2026-07-18 01:00:00,1.28,854.4,37.3,157.1,0.0,IDLE
TEL-12867,MCH-TEMPERING-01,2026-07-18 01:00:00,1.53,52.9,37.0,158.5,0.0,RUNNING
TEL-12868,MCH-SHOTPEEN-01,2026-07-18 01:00:00,1.64,50.4,38.3,159.2,0.0,RUNNING
TEL-12869,MCH-STABILIZER-01,2026-07-18 01:00:00,1.75,53.4,39.2,154.6,0.0,RUNNING
TEL-12870,MCH-TESTING-01,2026-07-18 01:00:00,1.57,53.2,36.5,157.3,0.0,RUNNING
TEL-12871,MCH-COILING-01,2026-07-18 02:00:00,2.37,57.9,37.6,153.1,1443.1,RUNNING
TEL-12872,MCH-COILING-02,2026-07-18 02:00:00,1.67,55.8,37.0,156.3,1456.4,RUNNING
TEL-12873,MCH-HEATTREAT-01,2026-07-18 02:00:00,1.53,857.1,35.8,156.3,0.0,RUNNING
TEL-12874,MCH-TEMPERING-01,2026-07-18 02:00:00,1.33,55.0,37.6,154.7,0.0,RUNNING
TEL-12875,MCH-SHOTPEEN-01,2026-07-18 02:00:00,1.37,56.0,37.0,155.1,0.0,RUNNING
TEL-12876,MCH-STABILIZER-01,2026-07-18 02:00:00,2.11,58.6,39.6,153.0,0.0,IDLE
TEL-12877,MCH-TESTING-01,2026-07-18 02:00:00,1.79,55.9,38.4,154.1,0.0,RUNNING
TEL-12878,MCH-COILING-01,2026-07-18 03:00:00,2.34,57.3,37.4,153.6,1450.8,RUNNING
TEL-12879,MCH-COILING-02,2026-07-18 03:00:00,1.73,52.5,36.8,155.8,1448.5,RUNNING
TEL-12880,MCH-HEATTREAT-01,2026-07-18 03:00:00,1.17,857.1,37.7,154.8,0.0,RUNNING
TEL-12881,MCH-TEMPERING-01,2026-07-18 03:00:00,1.63,52.8,38.3,158.1,0.0,RUNNING
TEL-12882,MCH-SHOTPEEN-01,2026-07-18 03:00:00,1.41,52.6,37.4,154.2,0.0,RUNNING
TEL-12883,MCH-STABILIZER-01,2026-07-18 03:00:00,1.9,55.2,37.4,154.9,0.0,RUNNING
TEL-12884,MCH-TESTING-01,2026-07-18 03:00:00,1.84,55.0,36.4,157.9,0.0,RUNNING
TEL-12885,MCH-COILING-01,2026-07-18 04:00:00,2.32,54.5,39.6,155.7,1440.1,RUNNING
TEL-12886,MCH-COILING-02,2026-07-18 04:00:00,1.66,57.5,38.5,157.0,1449.2,RUNNING
TEL-12887,MCH-HEATTREAT-01,2026-07-18 04:00:00,1.3,852.0,35.7,159.5,0.0,RUNNING
TEL-12888,MCH-TEMPERING-01,2026-07-18 04:00:00,1.66,54.9,36.8,156.3,0.0,RUNNING
TEL-12889,MCH-SHOTPEEN-01,2026-07-18 04:00:00,1.47,53.7,37.4,160.0,0.0,RUNNING
TEL-12890,MCH-STABILIZER-01,2026-07-18 04:00:00,2.05,56.1,38.1,154.3,0.0,RUNNING
TEL-12891,MCH-TESTING-01,2026-07-18 04:00:00,1.52,52.8,37.3,158.2,0.0,RUNNING
TEL-12892,MCH-COILING-01,2026-07-18 05:00:00,2.18,55.6,37.5,154.2,1439.3,RUNNING
TEL-12893,MCH-COILING-02,2026-07-18 05:00:00,1.94,53.9,37.0,158.3,1462.4,RUNNING
TEL-12894,MCH-HEATTREAT-01,2026-07-18 05:00:00,1.15,852.8,37.6,157.3,0.0,RUNNING
TEL-12895,MCH-TEMPERING-01,2026-07-18 05:00:00,1.67,52.7,36.0,157.9,0.0,RUNNING
TEL-12896,MCH-SHOTPEEN-01,2026-07-18 05:00:00,1.52,52.0,36.5,154.8,0.0,RUNNING
TEL-12897,MCH-STABILIZER-01,2026-07-18 05:00:00,1.97,57.1,38.1,155.2,0.0,RUNNING
TEL-12898,MCH-TESTING-01,2026-07-18 05:00:00,1.73,53.1,37.4,157.3,0.0,RUNNING
TEL-12899,MCH-COILING-01,2026-07-18 06:00:00,2.27,55.8,37.7,152.5,1455.0,RUNNING
TEL-12900,MCH-COILING-02,2026-07-18 06:00:00,1.95,56.0,39.3,153.6,1447.9,RUNNING
TEL-12901,MCH-HEATTREAT-01,2026-07-18 06:00:00,1.54,855.6,37.6,159.4,0.0,RUNNING
TEL-12902,MCH-TEMPERING-01,2026-07-18 06:00:00,1.42,53.9,38.3,159.3,0.0,RUNNING
TEL-12903,MCH-SHOTPEEN-01,2026-07-18 06:00:00,1.44,51.3,36.9,154.4,0.0,IDLE
TEL-12904,MCH-STABILIZER-01,2026-07-18 06:00:00,1.92,55.2,38.0,155.0,0.0,RUNNING
TEL-12905,MCH-TESTING-01,2026-07-18 06:00:00,1.79,55.0,36.7,156.5,0.0,RUNNING
TEL-12906,MCH-COILING-01,2026-07-18 07:00:00,2.33,57.3,39.0,152.3,1444.0,RUNNING
TEL-12907,MCH-COILING-02,2026-07-18 07:00:00,1.81,56.9,38.4,157.5,1461.8,RUNNING
TEL-12908,MCH-HEATTREAT-01,2026-07-18 07:00:00,1.3,857.3,37.3,159.6,0.0,RUNNING
TEL-12909,MCH-TEMPERING-01,2026-07-18 07:00:00,1.71,52.1,36.7,156.4,0.0,RUNNING
TEL-12910,MCH-SHOTPEEN-01,2026-07-18 07:00:00,1.65,53.2,36.1,157.5,0.0,RUNNING
TEL-12911,MCH-STABILIZER-01,2026-07-18 07:00:00,1.84,56.0,37.6,157.0,0.0,RUNNING
TEL-12912,MCH-TESTING-01,2026-07-18 07:00:00,1.86,52.6,38.6,157.2,0.0,RUNNING
TEL-12913,MCH-COILING-01,2026-07-18 08:00:00,2.48,55.6,38.2,157.1,1457.8,IDLE
TEL-12914,MCH-COILING-02,2026-07-18 08:00:00,1.59,55.7,37.9,157.3,1457.3,RUNNING
TEL-12915,MCH-HEATTREAT-01,2026-07-18 08:00:00,1.33,854.9,37.2,154.6,0.0,RUNNING
TEL-12916,MCH-TEMPERING-01,2026-07-18 08:00:00,1.62,54.0,36.2,155.3,0.0,RUNNING
TEL-12917,MCH-SHOTPEEN-01,2026-07-18 08:00:00,1.27,53.7,38.3,154.6,0.0,RUNNING
TEL-12918,MCH-STABILIZER-01,2026-07-18 08:00:00,2.01,54.1,37.9,156.0,0.0,RUNNING
TEL-12919,MCH-TESTING-01,2026-07-18 08:00:00,1.64,56.7,38.4,158.8,0.0,RUNNING
TEL-12920,MCH-COILING-01,2026-07-18 09:00:00,2.31,57.9,37.4,151.9,1458.9,RUNNING
TEL-12921,MCH-COILING-02,2026-07-18 09:00:00,1.8,57.7,37.0,157.7,1462.3,RUNNING
TEL-12922,MCH-HEATTREAT-01,2026-07-18 09:00:00,1.54,853.6,35.5,154.8,0.0,RUNNING
TEL-12923,MCH-TEMPERING-01,2026-07-18 09:00:00,1.65,54.1,36.8,155.1,0.0,RUNNING
TEL-12924,MCH-SHOTPEEN-01,2026-07-18 09:00:00,1.62,54.7,36.5,156.7,0.0,RUNNING
TEL-12925,MCH-STABILIZER-01,2026-07-18 09:00:00,1.92,53.7,37.5,155.5,0.0,RUNNING
TEL-12926,MCH-TESTING-01,2026-07-18 09:00:00,1.74,53.5,36.8,156.5,0.0,RUNNING
TEL-12927,MCH-COILING-01,2026-07-18 10:00:00,2.19,53.4,39.2,156.6,1454.9,RUNNING
TEL-12928,MCH-COILING-02,2026-07-18 10:00:00,1.66,57.1,37.6,155.0,1448.4,RUNNING
TEL-12929,MCH-HEATTREAT-01,2026-07-18 10:00:00,1.37,854.9,36.2,160.0,0.0,RUNNING
TEL-12930,MCH-TEMPERING-01,2026-07-18 10:00:00,1.48,53.2,38.1,154.4,0.0,RUNNING
TEL-12931,MCH-SHOTPEEN-01,2026-07-18 10:00:00,1.38,54.1,35.8,154.9,0.0,RUNNING
TEL-12932,MCH-STABILIZER-01,2026-07-18 10:00:00,2.08,57.6,37.7,152.7,0.0,RUNNING
TEL-12933,MCH-TESTING-01,2026-07-18 10:00:00,1.64,57.3,37.3,153.1,0.0,RUNNING
TEL-12934,MCH-COILING-01,2026-07-18 11:00:00,2.29,53.5,38.3,157.1,1449.9,RUNNING
TEL-12935,MCH-COILING-02,2026-07-18 11:00:00,1.94,55.2,39.1,154.7,1464.1,RUNNING
TEL-12936,MCH-HEATTREAT-01,2026-07-18 11:00:00,1.21,857.1,36.4,157.4,0.0,IDLE
TEL-12937,MCH-TEMPERING-01,2026-07-18 11:00:00,1.35,54.3,38.9,157.2,0.0,RUNNING
TEL-12938,MCH-SHOTPEEN-01,2026-07-18 11:00:00,1.55,50.7,36.1,156.5,0.0,RUNNING
TEL-12939,MCH-STABILIZER-01,2026-07-18 11:00:00,1.78,57.3,38.2,155.3,0.0,RUNNING
TEL-12940,MCH-TESTING-01,2026-07-18 11:00:00,1.81,53.9,39.0,153.5,0.0,RUNNING
TEL-12941,MCH-COILING-01,2026-07-18 12:00:00,2.22,55.0,38.5,152.1,1438.8,RUNNING
TEL-12942,MCH-COILING-02,2026-07-18 12:00:00,1.64,52.7,37.0,157.8,1462.2,RUNNING
TEL-12943,MCH-HEATTREAT-01,2026-07-18 12:00:00,1.51,854.7,38.4,158.4,0.0,RUNNING
TEL-12944,MCH-TEMPERING-01,2026-07-18 12:00:00,1.35,50.5,38.6,159.5,0.0,RUNNING
TEL-12945,MCH-SHOTPEEN-01,2026-07-18 12:00:00,1.27,54.7,37.1,156.0,0.0,RUNNING
TEL-12946,MCH-STABILIZER-01,2026-07-18 12:00:00,2.02,57.9,40.1,153.4,0.0,RUNNING
TEL-12947,MCH-TESTING-01,2026-07-18 12:00:00,1.48,57.0,38.4,158.5,0.0,RUNNING
TEL-12948,MCH-COILING-01,2026-07-18 13:00:00,2.3,54.7,39.2,154.1,1464.0,RUNNING
TEL-12949,MCH-COILING-02,2026-07-18 13:00:00,1.61,53.7,37.9,156.9,1459.0,RUNNING
TEL-12950,MCH-HEATTREAT-01,2026-07-18 13:00:00,1.53,853.1,37.9,156.2,0.0,RUNNING
TEL-12951,MCH-TEMPERING-01,2026-07-18 13:00:00,1.7,50.8,38.9,157.0,0.0,RUNNING
TEL-12952,MCH-SHOTPEEN-01,2026-07-18 13:00:00,1.4,50.6,37.8,159.0,0.0,RUNNING
TEL-12953,MCH-STABILIZER-01,2026-07-18 13:00:00,1.79,56.1,37.2,154.2,0.0,RUNNING
TEL-12954,MCH-TESTING-01,2026-07-18 13:00:00,1.79,57.4,39.2,157.8,0.0,RUNNING
TEL-12955,MCH-COILING-01,2026-07-18 14:00:00,2.47,55.1,37.5,157.4,1461.4,RUNNING
TEL-12956,MCH-COILING-02,2026-07-18 14:00:00,1.74,55.7,38.3,157.6,1458.7,RUNNING
TEL-12957,MCH-HEATTREAT-01,2026-07-18 14:00:00,1.33,851.6,35.9,155.0,0.0,RUNNING
TEL-12958,MCH-TEMPERING-01,2026-07-18 14:00:00,1.32,53.0,38.7,158.6,0.0,RUNNING
TEL-12959,MCH-SHOTPEEN-01,2026-07-18 14:00:00,1.49,56.4,38.7,154.8,0.0,RUNNING
TEL-12960,MCH-STABILIZER-01,2026-07-18 14:00:00,1.82,54.5,37.4,156.3,0.0,RUNNING
TEL-12961,MCH-TESTING-01,2026-07-18 14:00:00,1.76,54.9,39.2,154.0,0.0,RUNNING
TEL-12962,MCH-COILING-01,2026-07-18 15:00:00,2.39,58.8,39.1,156.3,1439.9,RUNNING
TEL-12963,MCH-COILING-02,2026-07-18 15:00:00,1.89,52.3,38.0,156.7,1459.0,RUNNING
TEL-12964,MCH-HEATTREAT-01,2026-07-18 15:00:00,1.18,851.9,37.4,158.3,0.0,RUNNING
TEL-12965,MCH-TEMPERING-01,2026-07-18 15:00:00,1.53,50.8,36.4,155.3,0.0,RUNNING
