inspection_id,machine_id,sku_id,inspection_time,total_inspected_qty,good_qty,reject_qty,rework_qty,defect_reason_category
QC-7404,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-17 16:00:00,433,425,8,2,Bending Angle Angular Deviation
QC-7405,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-18 00:00:00,422,416,6,1,Quenching Hardness Non-Conforming
QC-7406,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-17 08:00:00,467,460,7,2,Shot Peening Surface Roughness Fail
QC-7407,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-17 16:00:00,500,473,27,11,Free Height Dimension Out-of-Spec
QC-7408,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-18 00:00:00,463,449,14,5,Shot Peening Surface Roughness Fail
QC-7409,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-18 08:00:00,914,888,26,11,Quenching Hardness Non-Conforming
QC-7410,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-18 16:00:00,844,818,26,5,Surface Micro-Crack Defect
QC-7411,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-19 00:00:00,872,849,23,10,Shot Peening Surface Roughness Fail
QC-7412,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-18 08:00:00,926,912,14,6,Bending Angle Angular Deviation
QC-7413,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-18 16:00:00,875,863,12,5,Surface Micro-Crack Defect
QC-7414,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-19 00:00:00,963,936,27,13,Quenching Hardness Non-Conforming
QC-7415,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-18 08:00:00,371,351,20,5,Quenching Hardness Non-Conforming
QC-7416,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-18 16:00:00,481,472,9,3,Quenching Hardness Non-Conforming
QC-7417,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-19 00:00:00,510,494,16,4,Bending Angle Angular Deviation
QC-7418,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-18 08:00:00,574,561,13,3,Bending Angle Angular Deviation
QC-7419,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-18 16:00:00,549,519,30,9,Free Height Dimension Out-of-Spec
QC-7420,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-19 00:00:00,592,576,16,6,Shot Peening Surface Roughness Fail
QC-7421,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-18 08:00:00,507,490,17,5,Free Height Dimension Out-of-Spec
QC-7422,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-18 16:00:00,460,435,25,7,Quenching Hardness Non-Conforming
QC-7423,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-19 00:00:00,496,469,27,9,Free Height Dimension Out-of-Spec
QC-7424,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-18 08:00:00,489,479,10,4,Bending Angle Angular Deviation
QC-7425,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-18 16:00:00,517,509,8,1,Surface Micro-Crack Defect
QC-7426,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-19 00:00:00,467,461,6,2,Shot Peening Surface Roughness Fail
QC-7427,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-18 08:00:00,647,630,17,4,Surface Micro-Crack Defect
QC-7428,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-18 16:00:00,692,654,38,13,Free Height Dimension Out-of-Spec
QC-7429,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-19 00:00:00,623,589,34,7,Surface Micro-Crack Defect
QC-7430,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-18 08:00:00,488,474,14,6,Shot Peening Surface Roughness Fail
QC-7431,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-18 16:00:00,499,489,10,4,Shot Peening Surface Roughness Fail
QC-7432,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-19 00:00:00,523,515,8,2,Surface Micro-Crack Defect
QC-7433,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-19 08:00:00,927,877,50,12,Quenching Hardness Non-Conforming
QC-7434,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-19 16:00:00,939,923,16,7,Bending Angle Angular Deviation
QC-7435,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-20 00:00:00,950,935,15,3,Free Height Dimension Out-of-Spec
QC-7436,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-19 08:00:00,818,774,44,17,Bending Angle Angular Deviation
QC-7437,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-19 16:00:00,918,899,19,4,Surface Micro-Crack Defect
QC-7438,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-20 00:00:00,896,880,16,7,Bending Angle Angular Deviation
QC-7439,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-19 08:00:00,600,590,10,4,Free Height Dimension Out-of-Spec
QC-7440,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-19 16:00:00,560,541,19,8,Quenching Hardness Non-Conforming
QC-7441,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-20 00:00:00,518,490,28,6,Shot Peening Surface Roughness Fail
QC-7442,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-19 08:00:00,578,559,19,8,Quenching Hardness Non-Conforming
QC-7443,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-19 16:00:00,576,569,7,2,Quenching Hardness Non-Conforming
QC-7444,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-20 00:00:00,630,620,10,4,Free Height Dimension Out-of-Spec
QC-7445,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-19 08:00:00,477,470,7,1,Bending Angle Angular Deviation
QC-7446,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-19 16:00:00,492,476,16,3,Bending Angle Angular Deviation
QC-7447,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-20 00:00:00,469,457,12,4,Shot Peening Surface Roughness Fail
QC-7448,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-19 08:00:00,515,504,11,2,Bending Angle Angular Deviation
QC-7449,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-19 16:00:00,519,506,13,5,Free Height Dimension Out-of-Spec
QC-7450,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-20 00:00:00,463,452,11,3,Free Height Dimension Out-of-Spec
QC-7451,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-19 08:00:00,682,672,10,3,Surface Micro-Crack Defect
QC-7452,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-19 16:00:00,660,644,16,3,Quenching Hardness Non-Conforming
QC-7453,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-20 00:00:00,732,711,21,10,Bending Angle Angular Deviation
QC-7454,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-19 08:00:00,567,553,14,6,Free Height Dimension Out-of-Spec
QC-7455,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-19 16:00:00,586,567,19,8,Surface Micro-Crack Defect
QC-7456,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-20 00:00:00,649,638,11,4,Quenching Hardness Non-Conforming
QC-7457,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-20 08:00:00,975,956,19,5,Bending Angle Angular Deviation
QC-7458,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-20 16:00:00,1040,1009,31,10,Surface Micro-Crack Defect
QC-7459,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-21 00:00:00,905,888,17,7,Surface Micro-Crack Defect
QC-7460,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-20 08:00:00,1010,983,27,12,Quenching Hardness Non-Conforming
QC-7461,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-20 16:00:00,1048,1029,19,7,Quenching Hardness Non-Conforming
QC-7462,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-21 00:00:00,994,970,24,11,Free Height Dimension Out-of-Spec
QC-7463,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-20 08:00:00,573,542,31,10,Shot Peening Surface Roughness Fail
QC-7464,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-20 16:00:00,540,511,29,8,Bending Angle Angular Deviation
QC-7465,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-21 00:00:00,629,612,17,4,Quenching Hardness Non-Conforming
QC-7466,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-20 08:00:00,657,636,21,9,Bending Angle Angular Deviation
QC-7467,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-20 16:00:00,565,551,14,6,Quenching Hardness Non-Conforming
QC-7468,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-21 00:00:00,591,583,8,3,Quenching Hardness Non-Conforming
QC-7469,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-20 08:00:00,501,474,27,8,Surface Micro-Crack Defect
QC-7470,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-20 16:00:00,475,467,8,3,Quenching Hardness Non-Conforming
QC-7471,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-21 00:00:00,495,482,13,6,Free Height Dimension Out-of-Spec
QC-7472,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-20 08:00:00,656,641,15,4,Surface Micro-Crack Defect
QC-7473,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-20 16:00:00,563,556,7,2,Free Height Dimension Out-of-Spec
QC-7474,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-21 00:00:00,626,608,18,5,Quenching Hardness Non-Conforming
QC-7475,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-20 08:00:00,647,625,22,5,Bending Angle Angular Deviation
QC-7476,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-20 16:00:00,691,683,8,2,Quenching Hardness Non-Conforming
QC-7477,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-21 00:00:00,640,605,35,12,Bending Angle Angular Deviation
QC-7478,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-20 08:00:00,623,604,19,6,Quenching Hardness Non-Conforming
QC-7479,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-20 16:00:00,580,569,11,2,Shot Peening Surface Roughness Fail
QC-7480,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-21 00:00:00,594,584,10,2,Shot Peening Surface Roughness Fail
QC-7481,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-21 08:00:00,1037,1019,18,8,Quenching Hardness Non-Conforming
QC-7482,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-21 16:00:00,975,957,18,8,Bending Angle Angular Deviation
QC-7483,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-22 00:00:00,964,950,14,3,Shot Peening Surface Roughness Fail
QC-7484,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-21 08:00:00,947,928,19,8,Free Height Dimension Out-of-Spec
QC-7485,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-21 16:00:00,925,909,16,3,Shot Peening Surface Roughness Fail
QC-7486,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-22 00:00:00,852,806,46,13,Free Height Dimension Out-of-Spec
QC-7487,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-21 08:00:00,472,464,8,2,Surface Micro-Crack Defect
QC-7488,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-21 16:00:00,497,485,12,4,Surface Micro-Crack Defect
QC-7489,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-22 00:00:00,512,502,10,3,Quenching Hardness Non-Conforming
QC-7490,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-21 08:00:00,520,513,7,1,Shot Peening Surface Roughness Fail
QC-7491,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-21 16:00:00,489,480,9,1,Quenching Hardness Non-Conforming
QC-7492,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-22 00:00:00,502,491,11,4,Bending Angle Angular Deviation
QC-7493,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-21 08:00:00,533,504,29,9,Bending Angle Angular Deviation
QC-7494,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-21 16:00:00,603,589,14,5,Quenching Hardness Non-Conforming
QC-7495,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-22 00:00:00,568,537,31,10,Quenching Hardness Non-Conforming
QC-7496,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-21 08:00:00,474,460,14,5,Free Height Dimension Out-of-Spec
QC-7497,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-21 16:00:00,503,494,9,3,Free Height Dimension Out-of-Spec
QC-7498,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-22 00:00:00,443,419,24,7,Surface Micro-Crack Defect
QC-7499,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-21 08:00:00,680,643,37,16,Quenching Hardness Non-Conforming
QC-7500,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-21 16:00:00,736,722,14,5,Free Height Dimension Out-of-Spec
QC-7501,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-22 00:00:00,592,560,32,7,Free Height Dimension Out-of-Spec
QC-7502,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-21 08:00:00,598,566,32,8,Surface Micro-Crack Defect
QC-7503,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-21 16:00:00,644,627,17,6,Quenching Hardness Non-Conforming
QC-7504,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-22 00:00:00,634,619,15,3,Shot Peening Surface Roughness Fail
QC-7505,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-22 08:00:00,958,938,20,8,Quenching Hardness Non-Conforming
QC-7506,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-22 16:00:00,946,930,16,7,Bending Angle Angular Deviation
QC-7507,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-23 00:00:00,909,879,30,8,Quenching Hardness Non-Conforming
QC-7508,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-22 08:00:00,840,794,46,12,Quenching Hardness Non-Conforming
QC-7509,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-22 16:00:00,851,840,11,5,Surface Micro-Crack Defect
QC-7510,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-23 00:00:00,857,837,20,8,Quenching Hardness Non-Conforming
QC-7511,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-22 08:00:00,584,577,7,1,Quenching Hardness Non-Conforming
QC-7512,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-22 16:00:00,579,548,31,6,Free Height Dimension Out-of-Spec
QC-7513,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-23 00:00:00,631,616,15,3,Surface Micro-Crack Defect
QC-7514,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-22 08:00:00,489,483,6,2,Shot Peening Surface Roughness Fail
QC-7515,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-22 16:00:00,501,490,11,4,Shot Peening Surface Roughness Fail
QC-7516,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-23 00:00:00,465,460,5,2,Quenching Hardness Non-Conforming
QC-7517,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-22 08:00:00,495,488,7,1,Surface Micro-Crack Defect
QC-7518,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-22 16:00:00,489,479,10,2,Shot Peening Surface Roughness Fail
QC-7519,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-23 00:00:00,483,470,13,3,Free Height Dimension Out-of-Spec
QC-7520,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-22 08:00:00,629,622,7,3,Shot Peening Surface Roughness Fail
QC-7521,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-22 16:00:00,624,609,15,5,Bending Angle Angular Deviation
QC-7522,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-23 00:00:00,586,576,10,4,Free Height Dimension Out-of-Spec
QC-7523,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-22 08:00:00,431,419,12,3,Quenching Hardness Non-Conforming
QC-7524,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-22 16:00:00,429,406,23,10,Quenching Hardness Non-Conforming
QC-7525,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-23 00:00:00,437,429,8,1,Bending Angle Angular Deviation
QC-7526,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-22 08:00:00,577,568,9,2,Surface Micro-Crack Defect
QC-7527,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-22 16:00:00,636,627,9,3,Surface Micro-Crack Defect
QC-7528,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-23 00:00:00,632,617,15,6,Quenching Hardness Non-Conforming
QC-7529,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-23 08:00:00,953,940,13,4,Free Height Dimension Out-of-Spec
QC-7530,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-23 16:00:00,867,820,47,15,Shot Peening Surface Roughness Fail
QC-7531,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-24 00:00:00,843,824,19,7,Shot Peening Surface Roughness Fail
QC-7532,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-23 08:00:00,962,937,25,5,Free Height Dimension Out-of-Spec
QC-7533,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-23 16:00:00,983,969,14,5,Bending Angle Angular Deviation
QC-7534,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-24 00:00:00,959,932,27,9,Shot Peening Surface Roughness Fail
QC-7535,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-23 08:00:00,558,528,30,14,Surface Micro-Crack Defect
QC-7536,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-23 16:00:00,609,596,13,3,Bending Angle Angular Deviation
QC-7537,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-24 00:00:00,636,617,19,5,Shot Peening Surface Roughness Fail
QC-7538,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-23 08:00:00,656,637,19,7,Quenching Hardness Non-Conforming
QC-7539,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-23 16:00:00,607,598,9,3,Free Height Dimension Out-of-Spec
QC-7540,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-24 00:00:00,536,507,29,12,Free Height Dimension Out-of-Spec
QC-7541,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-23 08:00:00,582,575,7,2,Quenching Hardness Non-Conforming
QC-7542,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-23 16:00:00,582,571,11,4,Shot Peening Surface Roughness Fail
QC-7543,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-24 00:00:00,558,549,9,3,Shot Peening Surface Roughness Fail
QC-7544,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-23 08:00:00,627,611,16,3,Surface Micro-Crack Defect
QC-7545,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-23 16:00:00,640,621,19,4,Shot Peening Surface Roughness Fail
QC-7546,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-24 00:00:00,598,579,19,7,Surface Micro-Crack Defect
QC-7547,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-23 08:00:00,666,656,10,2,Quenching Hardness Non-Conforming
QC-7548,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-23 16:00:00,677,640,37,9,Shot Peening Surface Roughness Fail
QC-7549,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-24 00:00:00,706,697,9,2,Bending Angle Angular Deviation
QC-7550,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-23 08:00:00,484,471,13,4,Surface Micro-Crack Defect
QC-7551,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-23 16:00:00,490,483,7,1,Quenching Hardness Non-Conforming
QC-7552,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-24 00:00:00,474,467,7,1,Bending Angle Angular Deviation
QC-7553,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-24 08:00:00,1021,997,24,10,Free Height Dimension Out-of-Spec
QC-7554,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-24 16:00:00,999,975,24,8,Shot Peening Surface Roughness Fail
QC-7555,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-25 00:00:00,887,860,27,12,Quenching Hardness Non-Conforming
QC-7556,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-24 08:00:00,958,945,13,5,Free Height Dimension Out-of-Spec
QC-7557,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-24 16:00:00,937,915,22,7,Bending Angle Angular Deviation
QC-7558,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-25 00:00:00,975,922,53,14,Free Height Dimension Out-of-Spec
QC-7559,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-24 08:00:00,480,464,16,6,Free Height Dimension Out-of-Spec
QC-7560,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-24 16:00:00,423,400,23,9,Free Height Dimension Out-of-Spec
QC-7561,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-25 00:00:00,463,449,14,6,Surface Micro-Crack Defect
QC-7562,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-24 08:00:00,608,589,19,6,Quenching Hardness Non-Conforming
QC-7563,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-24 16:00:00,615,605,10,3,Bending Angle Angular Deviation
QC-7564,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-25 00:00:00,615,603,12,4,Shot Peening Surface Roughness Fail
QC-7565,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-24 08:00:00,597,583,14,3,Shot Peening Surface Roughness Fail
QC-7566,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-24 16:00:00,582,550,32,7,Surface Micro-Crack Defect
QC-7567,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-25 00:00:00,643,622,21,8,Free Height Dimension Out-of-Spec
QC-7568,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-24 08:00:00,606,593,13,4,Bending Angle Angular Deviation
QC-7569,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-24 16:00:00,651,643,8,2,Shot Peening Surface Roughness Fail
QC-7570,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-25 00:00:00,616,597,19,5,Bending Angle Angular Deviation
QC-7571,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-24 08:00:00,679,642,37,13,Shot Peening Surface Roughness Fail
QC-7572,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-24 16:00:00,530,501,29,11,Quenching Hardness Non-Conforming
QC-7573,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-25 00:00:00,659,623,36,17,Free Height Dimension Out-of-Spec
QC-7574,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-24 08:00:00,605,596,9,4,Bending Angle Angular Deviation
QC-7575,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-24 16:00:00,632,622,10,2,Bending Angle Angular Deviation
QC-7576,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-25 00:00:00,615,599,16,5,Shot Peening Surface Roughness Fail
QC-7577,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-25 08:00:00,937,913,24,10,Free Height Dimension Out-of-Spec
QC-7578,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-25 16:00:00,857,810,47,16,Surface Micro-Crack Defect
QC-7579,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-26 00:00:00,890,842,48,12,Quenching Hardness Non-Conforming
QC-7580,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-25 08:00:00,935,917,18,8,Bending Angle Angular Deviation
QC-7581,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-25 16:00:00,999,975,24,8,Shot Peening Surface Roughness Fail
QC-7582,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-26 00:00:00,898,887,11,2,Surface Micro-Crack Defect
QC-7583,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-25 08:00:00,483,457,26,7,Quenching Hardness Non-Conforming
QC-7584,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-25 16:00:00,534,525,9,4,Surface Micro-Crack Defect
QC-7585,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-26 00:00:00,466,458,8,3,Quenching Hardness Non-Conforming
QC-7586,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-25 08:00:00,506,495,11,2,Bending Angle Angular Deviation
QC-7587,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-25 16:00:00,466,454,12,2,Surface Micro-Crack Defect
QC-7588,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-26 00:00:00,477,470,7,2,Quenching Hardness Non-Conforming
QC-7589,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-25 08:00:00,472,467,5,1,Quenching Hardness Non-Conforming
QC-7590,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-25 16:00:00,492,479,13,4,Surface Micro-Crack Defect
QC-7591,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-26 00:00:00,462,454,8,3,Bending Angle Angular Deviation
QC-7592,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-25 08:00:00,594,586,8,1,Surface Micro-Crack Defect
QC-7593,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-25 16:00:00,647,639,8,2,Free Height Dimension Out-of-Spec
QC-7594,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-26 00:00:00,595,587,8,3,Quenching Hardness Non-Conforming
QC-7595,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-25 08:00:00,711,694,17,5,Shot Peening Surface Roughness Fail
QC-7596,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-25 16:00:00,681,663,18,8,Shot Peening Surface Roughness Fail
QC-7597,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-26 00:00:00,643,608,35,12,Free Height Dimension Out-of-Spec
QC-7598,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-25 08:00:00,468,455,13,3,Quenching Hardness Non-Conforming
QC-7599,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-25 16:00:00,522,508,14,6,Bending Angle Angular Deviation
QC-7600,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-26 00:00:00,517,506,11,2,Shot Peening Surface Roughness Fail
QC-7601,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-26 08:00:00,970,956,14,3,Shot Peening Surface Roughness Fail
QC-7602,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-26 16:00:00,860,838,22,7,Surface Micro-Crack Defect
QC-7603,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-27 00:00:00,832,818,14,4,Bending Angle Angular Deviation
QC-7604,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-26 08:00:00,606,573,33,16,Bending Angle Angular Deviation
QC-7605,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-26 16:00:00,948,918,30,6,Quenching Hardness Non-Conforming
